792.580000,1378.000000
792.765779,1380.000000
792.951594,1382.000000
793.137443,1383.000000
793.323327,1381.000000
793.509245,1381.000000
793.695198,1382.000000
793.881186,1383.000000
794.067209,1382.000000
794.253265,1384.000000
794.439357,1383.000000
794.625483,1381.000000
794.811643,1379.000000
794.997837,1378.000000
795.184066,1375.000000
795.370329,1375.000000
795.556626,1373.000000
795.742957,1371.000000
795.929323,1370.000000
796.115722,1369.000000
796.302155,1367.000000
796.488623,1367.000000
796.675124,1367.000000
796.861659,1367.000000
797.048227,2038.000000
797.234830,3275.000000
797.421466,4727.000000
797.608136,6260.000000
797.794840,7825.000000
797.981577,8726.000000
798.168347,9060.000000
798.355151,9176.000000
798.541988,9204.000000
798.728859,9223.000000
798.915763,9225.000000
799.102701,9222.000000
799.289671,9230.000000
799.476675,9240.000000
799.663712,9225.000000
799.850781,9213.000000
800.037884,9196.000000
800.225020,9177.000000
800.412189,9160.000000
800.599391,9138.000000
800.786625,9120.000000
800.973892,9106.000000
801.161192,9095.000000
801.348525,9088.000000
801.535890,9109.000000
801.723288,9132.000000
801.910719,9152.000000
802.098182,9146.000000
802.285677,9136.000000
802.473205,9115.000000
802.660765,9095.000000
802.848358,9082.000000
803.035982,9074.000000
803.223639,9073.000000
803.411328,9072.000000
803.599049,9070.000000
803.786803,9049.000000
803.974588,9034.000000
804.162405,9012.000000
804.350254,8990.000000
804.538135,8977.000000
804.726048,8991.000000
804.913992,9015.000000
805.101969,9037.000000
805.289977,9036.000000
805.478016,9009.000000
805.666087,8989.000000
805.854190,8966.000000
806.042324,8941.000000
806.230490,8927.000000
806.418687,8936.000000
806.606915,8933.000000
806.795175,8933.000000
806.983466,8943.000000
807.171788,8956.000000
807.360141,8952.000000
807.548525,8949.000000
807.736941,8935.000000
807.925387,8917.000000
808.113864,8908.000000
808.302373,8916.000000
808.490912,8918.000000
808.679481,8917.000000
808.868082,8922.000000
809.056713,8922.000000
809.245375,8916.000000
809.434068,8921.000000
809.622791,8946.000000
809.811545,8960.000000
810.000329,8968.000000
810.189144,8982.000000
810.377989,8995.000000
810.566864,8987.000000
810.755770,8980.000000
810.944706,8967.000000
811.133672,8955.000000
811.322668,8944.000000
811.511694,8948.000000
811.700750,8956.000000
811.889837,8971.000000
812.078953,8979.000000
812.268099,8963.000000
812.457275,8957.000000
812.646481,8954.000000
812.835716,8949.000000
813.024981,8945.000000
813.214276,8962.000000
813.403601,8977.000000
813.592955,8989.000000
